repayment_id,customer_id,loan_id,installment_no,due_date,paid_date,scheduled_amount,paid_amount,days_past_due,is_late_payment,is_default_event
11022,388,L00388_1,12,2022-06-09,2022-06-21,705,705,12,0,0
11023,388,L00388_1,13,2022-07-09,2022-07-18,403,403,9,0,0
11024,388,L00388_1,14,2022-08-08,2022-08-19,311,311,11,0,0
11025,388,L00388_1,15,2022-09-07,2022-09-12,418,418,5,0,0
11026,388,L00388_1,16,2022-10-07,2022-10-07,174,174,0,0,0
11027,388,L00388_1,17,2022-11-06,2022-11-06,178,178,0,0,0
11028,388,L00388_1,18,2022-12-06,2022-12-16,618,618,10,0,0
11029,389,L00389_1,1,2021-03-18,2021-03-30,304,304,12,0,0
11030,389,L00389_1,2,2021-04-17,2021-05-02,154,154,15,0,0
11031,389,L00389_1,3,2021-05-17,2021-05-29,356,356,12,0,0
11032,389,L00389_1,4,2021-06-16,2021-06-16,243,243,0,0,0
11033,389,L00389_1,5,2021-07-16,2021-07-20,410,410,4,0,0
11034,389,L00389_1,6,2021-08-15,2021-08-20,419,419,5,0,0
11035,389,L00389_1,7,2021-09-14,2021-09-14,769,769,0,0,0
11036,389,L00389_1,8,2021-10-14,2021-10-16,352,352,2,0,0
11037,389,L00389_1,9,2021-11-13,2021-12-03,829,829,20,1,0
11038,389,L00389_1,10,2021-12-13,2021-12-13,249,249,0,0,0
11039,389,L00389_1,11,2022-01-12,2022-01-12,671,671,0,0,0
11040,389,L00389_1,12,2022-02-11,2022-02-11,187,187,0,0,0
11041,389,L00389_1,13,2022-03-13,2022-03-13,193,193,0,0,0
11042,389,L00389_1,14,2022-04-12,2022-04-15,437,437,3,0,0
11043,389,L00389_1,15,2022-05-12,2022-05-14,507,507,2,0,0
11044,389,L00389_1,16,2022-06-11,2022-06-11,741,741,0,0,0
11045,389,L00389_1,17,2022-07-11,2022-07-24,742,742,13,0,0
11046,389,L00389_1,18,2022-08-10,2022-08-14,320,320,4,0,0
11047,390,L00390_1,1,2022-07-21,2022-07-21,103,103,0,0,0
11048,390,L00390_1,2,2022-08-20,2022-08-20,294,294,0,0,0
11049,390,L00390_1,3,2022-09-19,2022-10-02,167,167,13,0,0
11050,390,L00390_1,4,2022-10-19,2022-10-22,407,407,3,0,0
11051,390,L00390_1,5,2022-11-18,2022-11-18,515,515,0,0,0
11052,390,L00390_1,6,2022-12-18,2022-12-19,701,701,1,0,0
11053,390,L00390_1,7,2023-01-17,2023-02-02,340,340,16,1,0
11054,390,L00390_1,8,2023-02-16,2023-02-22,266,266,6,0,0
11055,390,L00390_1,9,2023-03-18,2023-03-18,390,390,0,0,0
11056,390,L00390_1,10,2023-04-17,2023-04-26,687,687,9,0,0
11057,390,L00390_1,11,2023-05-17,2023-05-28,811,811,11,0,0
11058,390,L00390_1,12,2023-06-16,2023-06-23,484,484,7,0,0
11059,390,L00390_1,13,2023-07-16,2023-07-16,431,431,0,0,0
11060,390,L00390_1,14,2023-08-15,2023-08-15,436,436,0,0,0
11061,390,L00390_1,15,2023-09-14,2023-09-14,239,239,0,0,0
11062,390,L00390_1,16,2023-10-14,2023-10-14,650,650,0,0,0
11063,390,L00390_1,17,2023-11-13,2023-11-16,765,765,3,0,0
11064,390,L00390_1,18,2023-12-13,2023-12-13,247,247,0,0,0
11065,390,L00390_1,19,2024-01-12,2024-01-12,509,509,0,0,0
11066,390,L00390_1,20,2024-02-11,2024-02-11,319,319,0,0,0
11067,390,L00390_1,21,2024-03-12,2024-03-12,835,835,0,0,0
11068,390,L00390_1,22,2024-04-11,2024-04-20,843,843,9,0,0
11069,390,L00390_1,23,2024-05-11,2024-05-11,524,524,0,0,0
11070,390,L00390_1,24,2024-06-10,2024-06-19,687,687,9,0,0
11071,391,L00391_1,1,2022-12-19,2022-12-29,605,605,10,0,0
11072,391,L00391_1,2,2023-01-18,2023-01-25,845,845,7,0,0
11073,391,L00391_1,3,2023-02-17,2023-02-17,402,402,0,0,0
11074,391,L00391_1,4,2023-03-19,2023-03-19,736,736,0,0,0
11075,391,L00391_1,5,2023-04-18,2023-04-18,607,607,0,0,0
11076,391,L00391_1,6,2023-05-18,2023-05-18,897,897,0,0,0
11077,391,L00391_1,7,2023-06-17,2023-06-17,816,816,0,0,0
11078,391,L00391_1,8,2023-07-17,2023-07-17,197,197,0,0,0
11079,391,L00391_1,9,2023-08-16,2023-08-21,425,425,5,0,0
11080,391,L00391_1,10,2023-09-15,2023-09-25,158,158,10,0,0
11081,391,L00391_1,11,2023-10-15,2023-10-15,408,408,0,0,0
11082,391,L00391_1,12,2023-11-14,2023-11-21,307,307,7,0,0
11083,391,L00391_1,13,2023-12-14,2023-12-17,843,843,3,0,0
11084,391,L00391_1,14,2024-01-13,2024-01-13,805,805,0,0,0
11085,391,L00391_1,15,2024-02-12,2024-02-12,621,621,0,0,0
11086,391,L00391_1,16,2024-03-13,2024-03-21,398,398,8,0,0
11087,391,L00391_1,17,2024-04-12,2024-04-12,241,241,0,0,0
11088,391,L00391_1,18,2024-05-12,2024-05-19,168,168,7,0,0
11089,392,L00392_1,1,2023-03-19,2023-03-31,104,104,12,0,0
11090,392,L00392_1,2,2023-04-18,2023-05-15,104,104,27,1,0
11091,392,L00392_1,3,2023-05-18,2023-05-18,525,525,0,0,0
11092,392,L00392_1,4,2023-06-17,2023-06-27,629,629,10,0,0
11093,392,L00392_1,5,2023-07-17,2023-07-18,800,800,1,0,0
11094,392,L00392_1,6,2023-08-16,2023-08-21,287,287,5,0,0
11095,392,L00392_2,1,2021-04-12,2021-04-23,702,702,11,0,0
11096,392,L00392_2,2,2021-05-12,2021-05-16,630,630,4,0,0
11097,392,L00392_2,3,2021-06-11,2021-06-20,847,847,9,0,0
11098,392,L00392_2,4,2021-07-11,2021-07-11,837,837,0,0,0
11099,392,L00392_2,5,2021-08-10,2021-08-10,714,714,0,0,0
11100,392,L00392_2,6,2021-09-09,2021-09-09,866,866,0,0,0
11101,392,L00392_2,7,2021-10-09,2021-10-09,325,325,0,0,0
11102,392,L00392_2,8,2021-11-08,2021-11-21,862,862,13,0,0
11103,392,L00392_2,9,2021-12-08,2021-12-08,246,246,0,0,0
11104,392,L00392_2,10,2022-01-07,2022-01-07,744,744,0,0,0
11105,392,L00392_2,11,2022-02-06,2022-02-06,317,317,0,0,0
11106,392,L00392_2,12,2022-03-08,2022-03-08,659,659,0,0,0
11107,393,L00393_1,1,2022-05-07,2022-05-13,833,833,6,0,0
11108,393,L00393_1,2,2022-06-06,2022-06-14,896,896,8,0,0
11109,393,L00393_1,3,2022-07-06,2022-07-17,594,594,11,0,0
11110,393,L00393_1,4,2022-08-05,2022-08-06,200,200,1,0,0
11111,393,L00393_1,5,2022-09-04,2022-09-04,574,574,0,0,0
11112,393,L00393_1,6,2022-10-04,2022-10-10,404,404,6,0,0
11113,393,L00393_1,7,2022-11-03,2022-11-25,302,302,22,1,0
11114,393,L00393_1,8,2022-12-03,2022-12-10,151,151,7,0,0
11115,393,L00393_1,9,2023-01-02,2023-01-16,565,565,14,0,0
11116,393,L00393_1,10,2023-02-01,2023-02-12,117,117,11,0,0
11117,393,L00393_1,11,2023-03-03,2023-03-03,438,438,0,0,0
11118,393,L00393_1,12,2023-04-02,2023-04-08,227,227,6,0,0
11119,394,L00394_1,1,2021-05-06,2021-05-06,805,805,0,0,0
11120,394,L00394_1,2,2021-06-05,2021-06-19,519,519,14,0,0
11121,394,L00394_1,3,2021-07-05,2021-07-14,299,299,9,0,0
11122,394,L00394_1,4,2021-08-04,2021-08-20,737,737,16,1,0
11123,394,L00394_1,5,2021-09-03,2021-09-03,809,809,0,0,0
11124,394,L00394_1,6,2021-10-03,2021-10-29,188,188,26,1,0
11125,394,L00394_1,7,2021-11-02,2021-11-19,832,832,17,1,0
11126,394,L00394_1,8,2021-12-02,2021-12-08,365,365,6,0,0
11127,394,L00394_1,9,2022-01-01,2022-01-16,821,821,15,0,0
11128,394,L00394_1,10,2022-01-31,2022-02-10,548,548,10,0,0
11129,394,L00394_1,11,2022-03-02,2022-03-02,840,840,0,0,0
11130,394,L00394_1,12,2022-04-01,2022-04-01,869,869,0,0,0
11131,394,L00394_1,13,2022-05-01,2022-05-01,823,823,0,0,0
11132,394,L00394_1,14,2022-05-31,2022-05-31,662,662,0,0,0
11133,394,L00394_1,15,2022-06-30,2022-07-03,397,397,3,0,0
11134,394,L00394_1,16,2022-07-30,2022-08-05,549,549,6,0,0
11135,394,L00394_1,17,2022-08-29,2022-09-08,279,279,10,0,0
11136,394,L00394_1,18,2022-09-28,2022-09-28,268,268,0,0,0
11137,395,L00395_1,1,2022-10-02,2022-10-02,754,754,0,0,0
11138,395,L00395_1,2,2022-11-01,2022-11-14,390,390,13,0,0
11139,395,L00395_1,3,2022-12-01,2022-12-01,539,539,0,0,0
11140,395,L00395_1,4,2022-12-31,2022-12-31,232,232,0,0,0
11141,395,L00395_1,5,2023-01-30,2023-02-04,313,313,5,0,0
11142,395,L00395_1,6,2023-03-01,2023-03-08,825,825,7,0,0
11143,395,L00395_1,7,2023-03-31,2023-03-31,222,222,0,0,0
11144,395,L00395_1,8,2023-04-30,2023-05-09,332,332,9,0,0
11145,395,L00395_1,9,2023-05-30,2023-06-13,357,357,14,0,0
11146,395,L00395_1,10,2023-06-29,2023-07-09,534,534,10,0,0
11147,395,L00395_1,11,2023-07-29,2023-08-01,743,743,3,0,0
11148,395,L00395_1,12,2023-08-28,2023-08-28,687,687,0,0,0
11149,395,L00395_1,13,2023-09-27,2023-10-02,482,482,5,0,0
11150,395,L00395_1,14,2023-10-27,2023-10-27,691,691,0,0,0
11151,395,L00395_1,15,2023-11-26,2023-12-13,294,294,17,1,0
11152,395,L00395_1,16,2023-12-26,2024-01-04,747,747,9,0,0
11153,395,L00395_1,17,2024-01-25,2024-02-01,776,776,7,0,0
11154,395,L00395_1,18,2024-02-24,2024-02-24,119,119,0,0,0
11155,395,L00395_1,19,2024-03-25,2024-03-25,248,248,0,0,0
11156,395,L00395_1,20,2024-04-24,2024-05-17,168,168,23,1,0
11157,395,L00395_1,21,2024-05-24,2024-06-01,177,177,8,0,0
11158,395,L00395_1,22,2024-06-23,2024-06-29,157,157,6,0,0
11159,395,L00395_1,23,2024-07-23,2024-07-23,520,520,0,0,0
11160,395,L00395_1,24,2024-08-22,2024-09-01,645,645,10,0,0
11161,395,L00395_2,1,2021-04-19,2021-04-23,131,131,4,0,0
11162,395,L00395_2,2,2021-05-19,2021-05-29,716,716,10,0,0
11163,395,L00395_2,3,2021-06-18,2021-06-25,419,419,7,0,0
11164,395,L00395_2,4,2021-07-18,2021-07-24,327,327,6,0,0
11165,395,L00395_2,5,2021-08-17,2021-08-17,754,754,0,0,0
11166,395,L00395_2,6,2021-09-16,2021-09-16,358,358,0,0,0
11167,395,L00395_2,7,2021-10-16,2021-10-26,609,609,10,0,0
11168,395,L00395_2,8,2021-11-15,2021-11-15,614,614,0,0,0
11169,395,L00395_2,9,2021-12-15,2021-12-19,786,786,4,0,0
11170,395,L00395_2,10,2022-01-14,2022-01-14,737,737,0,0,0
11171,395,L00395_2,11,2022-02-13,2022-02-13,715,715,0,0,0
11172,395,L00395_2,12,2022-03-15,2022-03-21,598,598,6,0,0
11173,395,L00395_2,13,2022-04-14,2022-04-29,702,702,15,0,0
11174,395,L00395_2,14,2022-05-14,2022-05-14,707,707,0,0,0
11175,395,L00395_2,15,2022-06-13,2022-06-15,394,394,2,0,0
11176,395,L00395_2,16,2022-07-13,2022-07-13,300,300,0,0,0
11177,395,L00395_2,17,2022-08-12,2022-08-12,489,489,0,0,0
11178,395,L00395_2,18,2022-09-11,2022-09-27,745,745,16,1,0
11179,395,L00395_2,19,2022-10-11,2022-10-11,480,480,0,0,0
11180,395,L00395_2,20,2022-11-10,2022-11-28,552,552,18,1,0
11181,395,L00395_2,21,2022-12-10,2022-12-12,728,728,2,0,0
11182,395,L00395_2,22,2023-01-09,2023-01-11,171,171,2,0,0
11183,395,L00395_2,23,2023-02-08,2023-02-08,576,576,0,0,0
11184,395,L00395_2,24,2023-03-10,2023-03-10,581,581,0,0,0
11185,395,L00395_2,25,2023-04-09,2023-04-26,563,563,17,1,0
11186,395,L00395_2,26,2023-05-09,2023-05-09,380,380,0,0,0
11187,395,L00395_2,27,2023-06-08,2023-06-18,586,586,10,0,0
11188,395,L00395_2,28,2023-07-08,2023-07-13,229,229,5,0,0
11189,395,L00395_2,29,2023-08-07,2023-08-07,511,511,0,0,0
11190,395,L00395_2,30,2023-09-06,2023-09-12,681,681,6,0,0
11191,395,L00395_2,31,2023-10-06,2023-10-06,509,509,0,0,0
11192,395,L00395_2,32,2023-11-05,2023-11-05,126,126,0,0,0
11193,395,L00395_2,33,2023-12-05,2023-12-05,156,156,0,0,0
11194,395,L00395_2,34,2024-01-04,2024-01-15,465,465,11,0,0
11195,395,L00395_2,35,2024-02-03,2024-02-21,230,230,18,1,0
11196,395,L00395_2,36,2024-03-04,2024-03-12,563,563,8,0,0
11197,396,L00396_1,1,2022-11-29,2022-11-30,540,540,1,0,0
11198,396,L00396_1,2,2022-12-29,2023-01-01,718,718,3,0,0
11199,396,L00396_1,3,2023-01-28,2023-02-19,686,686,22,1,0
11200,396,L00396_1,4,2023-02-27,2023-02-27,239,239,0,0,0
11201,396,L00396_1,5,2023-03-29,2023-03-29,333,333,0,0,0
11202,396,L00396_1,6,2023-04-28,2023-04-30,843,843,2,0,0
11203,396,L00396_1,7,2023-05-28,2023-05-28,178,178,0,0,0
11204,396,L00396_1,8,2023-06-27,2023-07-11,540,540,14,0,0
11205,396,L00396_1,9,2023-07-27,2023-07-27,156,156,0,0,0
11206,396,L00396_1,10,2023-08-26,2023-09-12,262,262,17,1,0
11207,396,L00396_1,11,2023-09-25,2023-09-25,291,291,0,0,0
11208,396,L00396_1,12,2023-10-25,2023-11-04,233,233,10,0,0
11209,396,L00396_1,13,2023-11-24,2023-12-18,142,142,24,1,0
11210,396,L00396_1,14,2023-12-24,2023-12-24,454,454,0,0,0
11211,396,L00396_1,15,2024-01-23,2024-02-07,538,538,15,0,0
11212,396,L00396_1,16,2024-02-22,2024-02-26,677,677,4,0,0
11213,396,L00396_1,17,2024-03-23,2024-04-01,589,589,9,0,0
11214,396,L00396_1,18,2024-04-22,2024-04-22,116,116,0,0,0
11215,396,L00396_1,19,2024-05-22,2024-05-29,517,517,7,0,0
11216,396,L00396_1,20,2024-06-21,2024-06-21,618,618,0,0,0
11217,396,L00396_1,21,2024-07-21,2024-07-27,176,176,6,0,0
11218,396,L00396_1,22,2024-08-20,2024-08-20,722,722,0,0,0
11219,396,L00396_1,23,2024-09-19,2024-10-04,397,397,15,0,0
11220,396,L00396_1,24,2024-10-19,2024-11-12,853,853,24,1,0
11221,397,L00397_1,1,2022-12-02,2022-12-04,426,426,2,0,0
11222,397,L00397_1,2,2023-01-01,2023-01-01,830,830,0,0,0
11223,397,L00397_1,3,2023-01-31,2023-02-12,739,739,12,0,0
11224,397,L00397_1,4,2023-03-02,2023-03-05,364,364,3,0,0
11225,397,L00397_1,5,2023-04-01,2023-05-01,570,570,30,1,0
11226,397,L00397_1,6,2023-05-01,2023-05-01,377,377,0,0,0
11227,397,L00397_1,7,2023-05-31,2023-05-31,653,653,0,0,0
11228,397,L00397_1,8,2023-06-30,2023-06-30,712,712,0,0,0
11229,397,L00397_1,9,2023-07-30,2023-08-06,670,670,7,0,0
11230,397,L00397_1,10,2023-08-29,2023-09-11,193,193,13,0,0
11231,397,L00397_1,11,2023-09-28,2023-09-28,374,374,0,0,0
11232,397,L00397_1,12,2023-10-28,2023-11-14,202,202,17,1,0
11233,397,L00397_1,13,2023-11-27,2023-12-18,691,691,21,1,0
11234,397,L00397_1,14,2023-12-27,2023-12-27,397,397,0,0,0
11235,397,L00397_1,15,2024-01-26,2024-02-04,326,326,9,0,0
11236,397,L00397_1,16,2024-02-25,2024-02-25,606,606,0,0,0
11237,397,L00397_1,17,2024-03-26,2024-03-26,636,636,0,0,0
11238,397,L00397_1,18,2024-04-25,2024-05-15,442,442,20,1,0
11239,397,L00397_1,19,2024-05-25,2024-06-05,306,306,11,0,0
11240,397,L00397_1,20,2024-06-24,2024-06-24,627,627,0,0,0
11241,397,L00397_1,21,2024-07-24,2024-07-28,592,592,4,0,0
11242,397,L00397_1,22,2024-08-23,2024-08-29,658,658,6,0,0
11243,397,L00397_1,23,2024-09-22,2024-09-30,229,229,8,0,0
11244,397,L00397_1,24,2024-10-22,2024-11-11,544,544,20,1,0
11245,398,L00398_1,1,2022-03-28,2022-04-04,211,211,7,0,0
11246,398,L00398_1,2,2022-04-27,2022-04-27,390,390,0,0,0
11247,398,L00398_1,3,2022-05-27,2022-05-27,761,761,0,0,0
11248,398,L00398_1,4,2022-06-26,2022-06-26,873,873,0,0,0
11249,398,L00398_1,5,2022-07-26,2022-08-06,680,680,11,0,0
11250,398,L00398_1,6,2022-08-25,2022-08-26,724,724,1,0,0
11251,399,L00399_1,1,2022-03-29,2022-03-29,214,214,0,0,0
11252,399,L00399_1,2,2022-04-28,2022-04-28,241,241,0,0,0
11253,399,L00399_1,3,2022-05-28,2022-06-03,172,172,6,0,0
11254,399,L00399_1,4,2022-06-27,2022-07-03,844,844,6,0,0
11255,399,L00399_1,5,2022-07-27,2022-08-01,605,605,5,0,0
11256,399,L00399_1,6,2022-08-26,2022-08-29,593,593,3,0,0
11257,399,L00399_1,7,2022-09-25,2022-09-25,200,200,0,0,0
11258,399,L00399_1,8,2022-10-25,2022-11-01,109,109,7,0,0
11259,399,L00399_1,9,2022-11-24,2022-11-24,731,731,0,0,0
11260,399,L00399_1,10,2022-12-24,2022-12-24,486,486,0,0,0
11261,399,L00399_1,11,2023-01-23,2023-01-23,448,448,0,0,0
11262,399,L00399_1,12,2023-02-22,2023-02-26,238,238,4,0,0
11263,399,L00399_1,13,2023-03-24,2023-03-24,857,857,0,0,0
11264,399,L00399_1,14,2023-04-23,2023-05-08,527,527,15,0,0
11265,399,L00399_1,15,2023-05-23,2023-05-23,343,343,0,0,0
11266,399,L00399_1,16,2023-06-22,2023-07-04,445,445,12,0,0
11267,399,L00399_1,17,2023-07-22,2023-07-22,862,862,0,0,0
11268,399,L00399_1,18,2023-08-21,2023-08-27,242,242,6,0,0
11269,399,L00399_1,19,2023-09-20,2023-10-02,732,732,12,0,0
11270,399,L00399_1,20,2023-10-20,2023-10-20,477,477,0,0,0
11271,399,L00399_1,21,2023-11-19,2023-11-19,445,445,0,0,0
11272,399,L00399_1,22,2023-12-19,2024-01-07,424,424,19,1,0
11273,399,L00399_1,23,2024-01-18,2024-02-02,690,690,15,0,0
11274,399,L00399_1,24,2024-02-17,2024-03-02,588,588,14,0,0
11275,400,L00400_1,1,2021-03-07,2021-03-24,701,701,17,1,0
11276,400,L00400_1,2,2021-04-06,2021-04-19,511,511,13,0,0
11277,400,L00400_1,3,2021-05-06,2021-05-10,676,676,4,0,0
11278,400,L00400_1,4,2021-06-05,2021-06-12,890,890,7,0,0
11279,400,L00400_1,5,2021-07-05,2021-07-05,479,479,0,0,0
11280,400,L00400_1,6,2021-08-04,2021-08-09,859,859,5,0,0
11281,400,L00400_1,7,2021-09-03,2021-09-16,723,723,13,0,0
11282,400,L00400_1,8,2021-10-03,2021-10-03,462,462,0,0,0
11283,400,L00400_1,9,2021-11-02,2021-11-18,836,836,16,1,0
11284,400,L00400_1,10,2021-12-02,2021-12-12,493,493,10,0,0
11285,400,L00400_1,11,2022-01-01,2022-01-01,708,708,0,0,0
11286,400,L00400_1,12,2022-01-31,2022-02-02,522,522,2,0,0
11287,400,L00400_1,13,2022-03-02,2022-03-02,113,113,0,0,0
11288,400,L00400_1,14,2022-04-01,2022-04-02,864,864,1,0,0
11289,400,L00400_1,15,2022-05-01,2022-05-07,636,636,6,0,0
11290,400,L00400_1,16,2022-05-31,2022-06-07,261,261,7,0,0
11291,400,L00400_1,17,2022-06-30,2022-06-30,893,893,0,0,0
11292,400,L00400_1,18,2022-07-30,2022-07-30,499,499,0,0,0
11293,400,L00400_1,19,2022-08-29,2022-08-29,715,715,0,0,0
11294,400,L00400_1,20,2022-09-28,2022-10-11,607,607,13,0,0
11295,400,L00400_1,21,2022-10-28,2022-10-28,314,314,0,0,0
11296,400,L00400_1,22,2022-11-27,2022-12-02,215,215,5,0,0
11297,400,L00400_1,23,2022-12-27,2023-01-12,315,315,16,1,0
11298,400,L00400_1,24,2023-01-26,2023-01-26,760,760,0,0,0
11299,400,L00400_1,25,2023-02-25,2023-02-25,689,689,0,0,0
11300,400,L00400_1,26,2023-03-27,2023-04-03,435,435,7,0,0
11301,400,L00400_1,27,2023-04-26,2023-04-26,705,705,0,0,0
11302,400,L00400_1,28,2023-05-26,2023-05-29,877,877,3,0,0
11303,400,L00400_1,29,2023-06-25,2023-06-25,299,299,0,0,0
11304,400,L00400_1,30,2023-07-25,2023-08-01,310,310,7,0,0
11305,400,L00400_1,31,2023-08-24,2023-08-29,627,627,5,0,0
11306,400,L00400_1,32,2023-09-23,2023-10-07,133,133,14,0,0
11307,400,L00400_1,33,2023-10-23,2023-11-05,327,327,13,0,0
11308,400,L00400_1,34,2023-11-22,2023-11-22,247,247,0,0,0
11309,400,L00400_1,35,2023-12-22,2023-12-22,761,761,0,0,0
11310,400,L00400_1,36,2024-01-21,2024-01-21,604,604,0,0,0
11311,401,L00401_1,1,2021-08-13,2021-08-16,443,443,3,0,0
11312,401,L00401_1,2,2021-09-12,2021-09-12,568,568,0,0,0
11313,401,L00401_1,3,2021-10-12,2021-10-12,757,757,0,0,0
11314,401,L00401_1,4,2021-11-11,2021-11-22,851,851,11,0,0
11315,401,L00401_1,5,2021-12-11,2021-12-11,641,641,0,0,0
11316,401,L00401_1,6,2022-01-10,2022-01-10,655,655,0,0,0
11317,401,L00401_1,7,2022-02-09,2022-02-09,502,502,0,0,0
11318,401,L00401_1,8,2022-03-11,2022-03-27,608,608,16,1,0
11319,401,L00401_1,9,2022-04-10,2022-04-25,183,183,15,0,0
11320,401,L00401_1,10,2022-05-10,2022-05-17,144,144,7,0,0
11321,401,L00401_1,11,2022-06-09,2022-06-09,861,861,0,0,0
11322,401,L00401_1,12,2022-07-09,2022-07-22,363,363,13,0,0
11323,402,L00402_1,1,2022-02-03,2022-02-09,783,783,6,0,0
11324,402,L00402_1,2,2022-03-05,2022-03-20,671,671,15,0,0
11325,402,L00402_1,3,2022-04-04,2022-04-13,445,445,9,0,0
11326,402,L00402_1,4,2022-05-04,2022-05-14,221,221,10,0,0
11327,402,L00402_1,5,2022-06-03,2022-06-03,258,258,0,0,0
11328,402,L00402_1,6,2022-07-03,2022-07-14,591,591,11,0,0
11329,402,L00402_1,7,2022-08-02,2022-08-07,620,620,5,0,0
11330,402,L00402_1,8,2022-09-01,2022-09-01,646,646,0,0,0
11331,402,L00402_1,9,2022-10-01,2022-10-17,526,526,16,1,0
11332,402,L00402_1,10,2022-10-31,2022-10-31,282,282,0,0,0
11333,402,L00402_1,11,2022-11-30,2022-11-30,365,365,0,0,0
11334,402,L00402_1,12,2022-12-30,2022-12-30,375,375,0,0,0
11335,402,L00402_1,13,2023-01-29,2023-01-29,631,631,0,0,0
11336,402,L00402_1,14,2023-02-28,2023-02-28,632,632,0,0,0
11337,402,L00402_1,15,2023-03-30,2023-04-24,638,638,25,1,0
11338,402,L00402_1,16,2023-04-29,2023-04-29,175,175,0,0,0
11339,402,L00402_1,17,2023-05-29,2023-05-29,493,493,0,0,0
11340,402,L00402_1,18,2023-06-28,2023-06-28,323,323,0,0,0
11341,402,L00402_1,19,2023-07-28,2023-07-28,642,642,0,0,0
11342,402,L00402_1,20,2023-08-27,2023-08-31,444,444,4,0,0
11343,402,L00402_1,21,2023-09-26,2023-10-05,817,817,9,0,0
11344,402,L00402_1,22,2023-10-26,2023-10-31,140,140,5,0,0
11345,402,L00402_1,23,2023-11-25,2023-11-25,766,766,0,0,0
11346,402,L00402_1,24,2023-12-25,2023-12-25,109,109,0,0,0
11347,402,L00402_1,25,2024-01-24,2024-01-24,656,656,0,0,0
11348,402,L00402_1,26,2024-02-23,2024-03-21,417,417,27,1,0
11349,402,L00402_1,27,2024-03-24,2024-04-05,820,820,12,0,0
11350,402,L00402_1,28,2024-04-23,2024-04-27,361,361,4,0,0
11351,402,L00402_1,29,2024-05-23,2024-05-30,686,686,7,0,0
11352,402,L00402_1,30,2024-06-22,2024-07-06,564,564,14,0,0
11353,402,L00402_1,31,2024-07-22,2024-08-21,593,593,30,1,0
11354,402,L00402_1,32,2024-08-21,2024-09-13,117,117,23,1,0
11355,402,L00402_1,33,2024-09-20,2024-10-13,763,763,23,1,0
11356,402,L00402_1,34,2024-10-20,2024-10-27,457,457,7,0,0
11357,402,L00402_1,35,2024-11-19,2024-11-22,711,711,3,0,0
11358,402,L00402_1,36,2024-12-19,2024-12-19,653,653,0,0,0
11359,402,L00402_2,1,2022-08-18,2022-08-31,185,185,13,0,0
11360,402,L00402_2,2,2022-09-17,2022-09-17,202,202,0,0,0
11361,402,L00402_2,3,2022-10-17,2022-10-18,330,330,1,0,0
11362,402,L00402_2,4,2022-11-16,2022-11-26,324,324,10,0,0
11363,402,L00402_2,5,2022-12-16,2022-12-26,157,157,10,0,0
11364,402,L00402_2,6,2023-01-15,2023-01-24,246,246,9,0,0
11365,402,L00402_2,7,2023-02-14,2023-03-09,834,834,23,1,0
11366,402,L00402_2,8,2023-03-16,2023-03-21,222,222,5,0,0
11367,402,L00402_2,9,2023-04-15,2023-05-17,878,878,32,1,0
11368,402,L00402_2,10,2023-05-15,2023-05-15,377,377,0,0,0
11369,402,L00402_2,11,2023-06-14,2023-06-14,564,564,0,0,0
11370,402,L00402_2,12,2023-07-14,2023-07-14,735,735,0,0,0
11371,402,L00402_2,13,2023-08-13,2023-08-18,845,845,5,0,0
11372,402,L00402_2,14,2023-09-12,2023-09-12,681,681,0,0,0
11373,402,L00402_2,15,2023-10-12,2023-10-18,602,602,6,0,0
11374,402,L00402_2,16,2023-11-11,2023-11-11,595,595,0,0,0
11375,402,L00402_2,17,2023-12-11,2023-12-11,482,482,0,0,0
11376,402,L00402_2,18,2024-01-10,2024-01-10,572,572,0,0,0
11377,402,L00402_2,19,2024-02-09,2024-02-13,491,491,4,0,0
11378,402,L00402_2,20,2024-03-10,2024-03-15,759,759,5,0,0
11379,402,L00402_2,21,2024-04-09,2024-04-09,120,120,0,0,0
11380,402,L00402_2,22,2024-05-09,2024-05-24,348,348,15,0,0
11381,402,L00402_2,23,2024-06-08,2024-06-16,342,342,8,0,0
11382,402,L00402_2,24,2024-07-08,2024-07-08,399,399,0,0,0
11383,403,L00403_1,1,2022-12-01,2022-12-01,537,537,0,0,0
11384,403,L00403_1,2,2022-12-31,2022-12-31,461,461,0,0,0
11385,403,L00403_1,3,2023-01-30,2023-02-04,470,470,5,0,0
11386,403,L00403_1,4,2023-03-01,2023-03-16,221,221,15,0,0
11387,403,L00403_1,5,2023-03-31,2023-04-11,296,296,11,0,0
11388,403,L00403_1,6,2023-04-30,2023-04-30,356,356,0,0,0
11389,404,L00404_1,1,2022-01-02,2022-01-02,205,205,0,0,0
11390,404,L00404_1,2,2022-02-01,2022-02-15,442,442,14,0,0
11391,404,L00404_1,3,2022-03-03,2022-03-03,431,431,0,0,0
11392,404,L00404_1,4,2022-04-02,2022-04-07,710,710,5,0,0
11393,404,L00404_1,5,2022-05-02,2022-05-11,613,613,9,0,0
11394,404,L00404_1,6,2022-06-01,2022-06-08,850,850,7,0,0
11395,404,L00404_2,1,2021-12-15,2021-12-27,581,581,12,0,0
11396,404,L00404_2,2,2022-01-14,2022-01-14,201,201,0,0,0
11397,404,L00404_2,3,2022-02-13,2022-02-14,845,845,1,0,0
